height,weight,dash40,vert_jump,bench_reps,broad_jump,cone_time,shuttle_time
77,320,5.42,28.5,26,106,7.84,4.56
73,200,4.59,30,,118,7.03,4.32
74,241,4.54,,24,,,
72,210,4.53,38,16,123,6.88,4.15
76,255,4.76,,,,,
71,202,4.69,27.5,,115,7.31,4.77
77,297,5.23,19.5,22,,,
73,184,4.29,38.5,17,131,6.74,4.17
70,184,4.39,36,24,124,7.07,4.34
75,315,5.2,28,35,106,8.05,5
77,251,4.75,,20,,,
77,228,4.89,,,,7.4,4.51
74,220,4.59,33,23,122,7.11,4.35
75,250,4.8,36,14,121,7.08,4.27
68,187,4.53,32.5,13,117,,
70,192,4.32,33.5,,125,6.83,
74,247,4.73,,26,,,
74,231,4.93,29,21,118,7.03,4.33
76,306,5.29,25,26,,,
78,332,5.36,20.5,,98,7.9,4.79
66,170,4.62,,,,,
72,184,4.52,37,15,,,
73,194,4.37,37.5,19,128,6.67,3.96
71,204,4.78,31.5,,112,,
69,216,4.4,32.5,,124,,
74,199,4.42,37.5,,136,7.08,4.52
74,310,5.06,27,20,,,
69,197,4.45,33.5,19,118,,
74,231,4.74,32.5,17,120,7.22,4.4
73,264,5.06,27.5,24,105,7.52,4.73
73,217,4.53,32,,120,6.74,4.49
73,221,4.51,26.5,20,111,7.1,4.42
73,208,4.95,26.5,,111,7.02,4.29
72,199,4.61,,13,,,
72,187,4.59,35,,119,7.15,4.5
76,300,5.29,,19,,,
77,317,5.47,22.5,,104,7.9,4.92
73,213,4.63,,,,,
75,254,4.59,27.5,27,114,7.07,4.31
73,230,4.66,39,30,134,7.12,4.5
70,235,4.46,36.5,28,128,,
76,268,4.78,25,17,110,6.86,4.36
75,301,5.35,30,21,103,7.62,4.55
70,195,4.6,30.5,,123,6.76,4.1
76,215,4.48,35,,,,
73,221,4.78,32,,108,7.14,4.33
73,202,4.44,38,10,131,6.82,4.22
75,236,4.58,30,18,109,6.99,4.27
74,203,4.46,34,15,125,,
74,216,4.41,28,,126,7.15,4.26
75,303,5,24.5,28,100,7.45,4.78
72,213,4.59,30,21,116,,
72,202,4.45,30.5,14,123,7.18,
76,264,4.75,32,25,117,6.97,4.23
74,210,5.05,,,,,
72,222,4.61,34,21,120,,
69,189,4.59,32,13,114,,
69,190,4.42,32.5,21,119,7.41,4.28
77,232,4.59,30,16,115,7.07,4.44
70,191,4.46,35.5,,122,6.8,4.07
76,296,5.3,30.5,26,113,7.45,4.55
73,211,4.51,29.5,16,119,6.98,4.09
71,211,4.45,,,,,
72,223,4.77,25,17,108,7.97,4.72
73,213,4.52,32,20,113,6.96,4.33
70,187,4.37,36.5,17,128,6.74,4.17
74,248,4.76,31,24,118,7.11,4.29
69,185,4.38,33.5,20,119,,
78,315,5.13,25,21,103,7.95,4.85
69,186,4.43,35.5,19,121,6.91,
73,238,4.86,29.5,26,113,,
69,193,4.51,29.5,,110,,
71,207,4.61,28,,112,7.02,4.32
76,229,4.85,,,,,
72,227,4.51,30,,118,7.15,4.25
75,218,4.85,25.5,,105,7.34,4.32
76,310,5.18,,,,,
71,211,4.44,,24,,,
72,191,4.48,33,,,,
75,303,4.99,26.5,35,107,7.59,4.54
74,218,4.73,31.5,15,117,6.78,4.15
75,326,5.25,,,,,
69,194,4.48,35,22,115,6.93,4.3
72,232,4.56,31.5,19,121,7.22,4.39
75,272,4.77,29.5,18,102,7.56,4.51
74,326,4.94,35.5,24,106,8.06,4.9
78,229,4.51,33.5,17,118,,4.26
72,187,4.45,38.5,,128,6.72,3.96
76,256,4.47,40.5,21,128,6.87,4.18
78,307,5.06,33.5,27,107,7.62,4.77
75,243,4.61,,28,,,
72,242,4.63,26.5,23,110,7.39,4.5
71,212,4.74,34.5,15,114,6.87,4.2
79,315,5.11,30,27,109,7.55,4.57
75,274,4.86,31,24,110,,
75,285,4.95,31.5,,109,7.5,4.78
75,225,4.82,31.5,26,111,7,4.47
74,225,4.7,,25,106,6.91,4.06
79,328,5.16,27.5,33,103,7.83,4.69
75,330,5.48,28,32,99,8.15,4.73
77,220,4.87,28.5,,106,6.93,4.37
74,247,4.55,35,22,109,,
75,249,4.83,,,,,
76,325,5.29,30.5,23,98,7.68,4.75
76,321,5.26,35.5,34,108,7.75,4.72
74,252,4.67,35.5,26,114,7.03,4.32
75,218,4.47,37,23,124,,4.47
78,309,5.14,28.5,24,100,7.87,4.91
76,253,4.7,32.5,,116,7.15,4.33
73,219,4.86,30.5,,106,7.43,4.44
73,256,4.65,31.5,26,114,7.55,4.53
70,210,4.46,41.5,,125,6.93,4.1
74,244,4.76,36.5,26,120,7.1,4.4
72,224,4.37,37,24,115,7.35,4.33
76,293,5.05,,30,,,
74,219,4.4,41.5,19,132,6.6,4.28
74,227,4.57,,25,,,
69,192,4.58,35.5,22,118,6.68,4.25
74,248,4.72,33,24,113,7.21,4.4
70,182,4.31,34.5,12,118,7.01,4.48
70,183,4.41,43,,134,6.92,4.18
70,207,4.68,,,,,
72,199,4.35,31.5,,117,,
77,309,4.99,25,26,95,8.05,4.8
75,309,5.24,28,23,111,7.96,5.04
76,265,4.99,,,109,6.93,4.28
76,307,5.28,,29,,,
76,235,5.22,26,,99,7.4,4.59
71,192,4.49,,18,,,
74,218,4.89,29,11,100,7.25,4.47
75,246,4.69,36,28,111,7,4.48
73,228,4.5,,24,,,
72,200,4.47,33.5,,115,6.9,4.26
71,212,4.49,34,25,119,,
72,208,4.33,37.5,19,127,7.27,4.38
72,209,4.5,36,24,121,7.35,4.51
78,244,4.83,,,,,
73,200,4.53,34,17,120,6.78,4.24
75,205,4.89,,,,,
71,244,4.71,,21,,,
77,246,4.49,41,23,123,,
70,197,4.57,35,18,116,,
74,291,5.09,29.5,31,105,7.46,4.6
69,196,4.5,,,,7.28,4.47
73,215,4.54,,,,,
74,254,4.52,37,25,124,7.15,4.51
75,243,4.64,35,30,120,6.84,4.22
72,218,4.79,33,,,7.28,4.31
74,261,4.84,33,27,115,7.38,4.45
71,203,4.4,36,25,125,6.75,4.07
77,281,5,30,20,111,,
73,226,4.95,26.5,,99,,
71,218,4.45,32,17,109,7.15,4.37
74,308,5.51,25.5,21,88,8.09,4.93
71,202,4.52,37,12,126,6.67,4.17
70,191,4.5,42.5,13,129,7.1,4.41
76,256,4.78,29.5,17,113,7.28,4.56
74,204,4.42,37,,120,,4.18
78,276,4.86,31.5,26,116,7.24,4.4
73,236,4.63,35,,118,7,4.23
73,227,4.75,,32,,,
74,255,4.74,36,24,107,7.26,4.38
73,274,4.78,29,17,107,7.32,4.57
77,327,5.48,,15,,,
73,314,5.09,,26,,,
76,337,5.32,,30,,,
74,233,4.69,,28,116,,
75,302,5.2,29,33,97,7.96,4.73
72,245,4.58,34,30,112,7.31,4.49
72,196,4.44,38.5,20,122,7.04,4.29
74,297,5.39,28,30,96,7.78,4.65
72,193,4.93,,,,,
73,233,4.65,31,12,121,7.09,4.28
74,236,4.69,37,,117,7.31,
77,328,5.57,26,20,92,7.96,4.98
72,211,4.44,,27,,,
73,226,4.69,,23,,,
72,185,4.63,36,24,123,6.81,4.24
73,239,4.51,37,30,113,6.98,4.12
78,248,4.9,33.5,,119,7.11,4.43
76,302,5.01,31,27,111,7.35,4.56
72,194,,,,,,
74,307,5.28,25,34,93,8,4.87
79,304,4.96,,,,,
76,308,5.48,22.5,18,86,8.67,5.42
72,210,4.59,,,,,
77,288,4.81,35.5,28,119,7.7,4.56
72,244,4.67,,25,,,
72,208,4.43,39.5,14,118,6.89,4.22
73,298,5.18,32,31,105,7.68,4.72
74,309,5.4,,22,,,
70,227,4.55,37,19,121,7.1,4.4
72,212,4.55,34.5,21,116,7.35,4.16
73,242,5.08,,14,,,
77,255,4.79,33,26,122,6.92,4.26
74,214,4.57,37.5,17,117,7.14,4.42
75,225,4.86,30,19,105,7.43,4.49
74,223,4.95,29.5,,98,7.45,4.56
76,298,4.88,25.5,28,106,8.18,4.87
74,234,4.83,31.5,15,109,7.05,4.37
71,198,4.46,33.5,,118,6.68,3.98
71,187,4.66,,18,,,
74,195,4.49,34.5,,120,6.65,4.12
71,192,4.39,,19,,,
74,286,5.39,,25,,,
74,210,4.3,38.5,16,126,6.8,4.18
76,329,5.12,28,27,109,7.89,4.97
70,222,4.63,,,,,
77,262,4.84,30.5,21,107,7.31,4.56
72,234,4.59,35,22,115,7.21,4.34
76,242,5.12,27,,108,7.93,4.65
72,206,4.65,32,16,112,7.28,4.32
75,300,4.83,33,34,108,7.5,4.55
74,215,5.02,32,,109,7.1,4.42
73,220,4.87,,,,,
70,182,4.4,36.5,8,128,6.9,4.23
73,210,4.44,34.5,,116,,4.4
75,232,4.9,,15,,,
76,245,4.68,33,21,,7.12,4.53
75,301,4.96,24.5,24,97,7.44,4.73
75,325,5.28,27,24,92,7.96,5.07
73,248,4.78,25.5,18,104,7.35,4.75
76,296,4.94,28.5,,102,7.64,4.8
74,256,4.95,30,21,107,7.56,4.6
75,295,5.19,26,25,93,,
72,204,4.51,33,15,124,6.59,4.08
73,231,4.52,34,29,120,6.86,4.2
74,299,4.98,,,,,
72,206,4.49,35.5,18,121,7.37,4.24
71,203,4.49,37,15,120,7.09,4.23
73,246,4.72,32,16,115,,
79,266,4.61,38.5,28,128,7.42,4.37
71,189,4.5,,,,,
69,209,4.57,35,20,115,,
71,212,4.41,33,26,116,6.93,4.18
79,364,5.5,,21,,,
70,219,4.67,34,20,114,,
73,260,4.73,32.5,21,113,7.28,4.43
73,197,4.5,32,7,116,7,4.3
69,170,4.42,34.5,6,125,6.71,4.05
76,204,4.49,38,11,119,7.25,4.45
77,313,5.35,25.5,23,91,7.86,4.86
72,216,4.54,36,17,122,7.08,4.4
73,280,4.81,33.5,23,109,7.6,4.58
75,321,4.93,28,,103,7.9,4.78
71,185,4.34,35,,122,6.81,4.15
77,309,5.3,30,21,100,7.65,4.84
76,263,4.79,32.5,24,108,7.52,4.47
74,244,4.72,33,22,115,6.93,4.24
72,184,4.4,,20,,,
75,305,5.33,30.5,23,103,,4.52
74,236,4.56,,19,119,,
73,208,4.47,33.5,19,123,,
75,332,5.22,24.5,29,90,,
77,305,5.45,,19,,,
80,332,5.45,29,24,95,8.18,5.06
71,216,4.5,33.5,18,114,7.1,
76,301,5.14,31,26,99,7.69,4.79
76,311,5.17,,,,,
72,198,4.43,,,,,
75,298,4.82,29.5,30,103,7.52,4.55
71,229,4.65,,30,110,6.98,4.2
72,248,4.87,35,22,113,7.36,4.33
71,187,4.52,,,,,
74,306,5,33,,,,
73,198,4.43,36,12,123,6.6,3.98
74,262,4.7,32,24,108,7.9,4.63
69,197,4.96,,,,,
73,210,4.51,36.5,,127,,
73,198,4.8,,8,,,
75,240,4.58,35.5,23,121,6.9,4.18
74,249,4.58,,23,107,,
73,243,4.61,,,,,
76,249,4.64,38,22,124,7.52,4.38
72,198,4.53,38,14,119,6.8,4.16
72,210,4.49,37,16,120,7.45,4.22
70,198,4.5,,,,,
75,225,4.61,33,,112,7.34,4.49
78,296,5.03,,,,,
74,243,4.76,,27,112,,
73,244,4.7,35.5,27,119,7,4.39
72,189,4.37,37,,113,6.96,4.1
74,231,4.49,34,19,123,7.24,4.35
73,214,4.36,34.5,12,116,6.85,4.21
77,304,4.99,28,31,105,8.01,4.82
71,184,4.53,,,,,
73,310,4.93,32,36,103,8.01,4.74
75,327,5.38,28.5,21,97,8.42,5.03
76,218,4.43,32,9,116,7.04,4.33
77,318,5.04,30,30,109,7.45,4.71
76,305,5.07,30.5,25,100,,
77,309,5.18,28.5,23,110,7.86,4.78
72,221,4.49,37,16,123,6.81,4.26
77,272,4.76,30.5,22,105,7.4,4.47
69,192,4.56,39.5,17,118,7.01,4.28
71,217,4.5,35.5,25,115,6.84,4.27
75,244,4.61,32.5,24,115,6.99,4.36
76,225,4.83,,19,,,
69,187,4.47,39.5,18,129,,
68,182,4.41,37.5,19,121,7.15,4.2
74,203,4.32,,12,,,
79,306,4.82,35,25,110,7.06,4.34
75,243,4.58,,,,,
77,240,4.52,33,19,115,6.96,4.46
73,212,4.51,36,,,,
72,206,4.58,31.5,12,117,7.06,4.3
71,179,4.58,38,,119,6.8,4.2
72,220,4.57,35,19,111,6.85,4.29
72,196,4.36,36,,122,6.67,4.08
76,309,5.16,30.5,21,103,7.81,4.6
77,306,5.23,24.5,23,90,7.59,4.7
75,263,4.63,39.5,31,,,
71,214,4.61,36,21,112,7.35,4.44
75,207,4.61,38,22,125,6.9,4.33
70,197,4.44,,14,,,
70,181,4.44,34.5,14,110,6.93,4.16
75,225,4.87,29,,102,7,4.48
68,190,4.54,36.5,16,121,7.12,4.29
74,297,5.08,,24,,,
76,302,5.29,,21,78,,
77,251,4.89,26.5,,107,7.65,4.55
72,188,4.46,33.5,,,,
69,216,4.34,40,27,117,6.99,4.29
70,199,4.54,36,23,119,7.08,4.3
77,263,4.8,33,22,118,7.12,4.37
73,239,4.6,34,20,120,,4.32
77,251,4.78,33.5,20,112,6.84,4.27
79,279,4.9,31,20,106,7.75,4.48
69,188,4.43,36.5,15,122,7.09,4.08
72,319,5.03,30,,107,8.16,4.75
71,204,4.5,38,22,119,7.39,4.43
76,264,4.88,32.5,24,119,7.5,4.62
73,337,5.12,32,33,103,7.9,4.69
75,214,4.74,30.5,,109,6.76,4.11
80,309,5.32,22,19,94,7.87,4.88
74,303,5.08,25.5,17,,,
74,197,4.59,36.5,,,,4.42
69,205,4.5,34,23,115,6.87,4.11
77,329,5.32,,,,,
74,249,4.71,32.5,24,113,7.57,4.67
75,209,4.46,37.5,,,6.72,4.19
68,176,4.82,,,,,
74,227,4.93,32.5,,116,7.06,4.21
70,214,4.43,33.5,29,116,7.02,4.2
69,190,4.48,35,15,117,7,4.21
70,200,4.44,36,21,125,6.82,4.08
75,312,4.92,30.5,29,107,8.28,4.84
77,266,4.86,30.5,24,112,7.68,4.88
71,208,4.39,37,15,121,7.18,4.39
73,304,5.19,31,33,100,7.46,4.4
74,266,4.53,35,28,120,7.46,4.43
75,256,4.75,34.5,,119,7.37,4.4
77,316,5.26,34,,110,7.86,4.86
69,193,4.47,34,13,125,7.09,4.38
76,332,5.28,,,,,
71,194,4.5,31.5,17,109,7.27,4.35
77,309,5.09,24,33,96,7.53,4.69
75,214,4.47,34,10,119,6.92,4.15
72,242,4.69,38,28,120,7.4,4.4
77,238,4.69,33.5,20,122,7,4.24
72,197,4.45,41.5,,122,7.05,4.33
74,225,4.81,30.5,,107,7.06,4.47
69,189,4.45,30,13,110,7.03,4.28
76,251,4.63,31,22,113,7.31,4.58
68,211,4.64,33,,114,6.94,4.32
72,193,4.95,,,,,
73,203,4.63,35.5,12,110,6.78,4.24
72,183,4.52,,,,,
74,209,4.49,37.5,13,129,7.25,4.23
72,306,5.08,30,37,104,7.78,5.06
76,323,5.29,,20,,,
68,195,4.3,40.5,,126,6.65,4.28
73,193,4.5,38,23,127,7.05,4.01
77,314,5.2,25.5,24,94,8.33,5.02
77,223,4.59,,,,,
73,198,4.48,36.5,16,125,7,4.2
73,184,4.31,41.5,7,129,6.62,4.11
77,309,5.26,24.5,22,93,7.39,4.5
77,328,5.25,24,29,94,7.87,4.89
76,315,5.16,29.5,15,100,7.93,4.93
77,333,5.22,,39,,,
73,221,4.42,37,21,125,7.03,4.12
74,257,4.75,33,35,110,7.2,4.46
75,306,5.09,34,26,109,,5.07
76,268,4.98,37.5,24,115,7.31,4.41
74,304,5.32,33,29,,,
72,199,4.33,40,14,129,6.9,4.27
72,197,4.5,45,9,135,6.84,4.2
78,318,5.51,24.5,18,90,7.89,5.03
70,179,4.35,36.5,15,121,6.77,4.1
73,235,4.38,33.5,25,128,,
72,197,4.55,35,,117,7.06,4.42
73,213,4.64,,,,,
74,261,4.78,33,,112,7.23,4.49
71,194,4.47,33,15,,,
73,239,4.79,,23,,,
74,308,5.4,28.5,22,99,8.15,4.98
76,237,4.47,35.5,14,118,7.37,4.56
69,223,4.51,33.5,25,116,,
71,240,4.75,35,23,111,,
75,215,4.9,30.5,,109,7.18,4.45
73,219,4.75,29.5,,105,7.53,4.59
76,310,5.19,30.5,30,99,7.56,4.51
72,231,5,,15,117,,
72,197,4.59,35.5,24,122,,
71,198,4.52,34.5,17,122,7,4.44
75,275,4.94,31.5,19,107,7.4,4.58
75,204,4.6,36,14,115,7.22,4.39
75,251,4.75,30.5,,106,7.54,4.8
77,215,4.62,,,,,
76,300,5.4,,,,,
72,207,4.5,,16,,,
74,295,4.87,35.5,21,116,7.15,4.43
73,203,4.43,28,8,118,,
72,235,4.71,35,26,110,7.04,4.29
72,215,4.62,32,28,120,7.38,4.47
69,197,4.6,,,112,,
74,188,4.52,40,,122,7.03,4.43
76,305,5.07,,,,,
72,212,4.62,37.5,14,118,7,4.17
73,293,4.75,33,34,117,7.33,4.43
67,149,4.37,31,,113,6.88,4.29
76,258,4.75,29,26,104,7.54,4.88
76,310,5.28,,27,,,
75,244,4.89,39.5,21,120,7.1,
71,220,4.68,36.5,,120,6.84,4.17
74,211,4.5,35,15,117,6.76,4.35
73,219,4.57,37,20,118,,
72,211,4.4,43,19,130,6.8,4.23
70,199,4.34,32.5,18,113,6.75,4.17
76,327,5.53,25.5,23,91,8.52,5.13
72,241,4.7,35,18,117,6.85,4.49
73,204,4.66,36,14,112,7.35,4.69
73,236,4.69,32.5,25,117,6.67,4.11
74,202,4.8,,,,,
72,242,4.7,29.5,26,115,6.91,4.59
76,236,4.79,,,,,
74,207,4.66,33,9,115,7.1,4.57
74,306,5.15,23,26,100,7.73,4.66
75,229,4.93,31.5,20,106,7.07,4.43
75,224,4.5,34.5,,114,7.24,4.39
71,198,4.59,31.5,11,118,6.87,4.24
70,210,4.55,36,17,115,,
77,303,5.21,31.5,21,,,
70,186,4.56,33.5,13,105,6.98,4.18
74,225,4.52,,,,,
77,314,5.2,27.5,26,98,7.7,4.75
73,209,4.51,,16,,,
73,245,4.61,,35,,,
72,191,4.43,39.5,17,121,7.08,4.23
75,301,5.04,,33,,,
76,268,4.97,29,,109,,
78,323,5.46,23.5,22,92,7.96,4.86
74,247,4.88,34,17,108,7.27,4.4
78,314,4.75,32,34,101,7.58,4.69
76,223,4.93,29.5,,100,7.26,4.39
77,308,5.11,30.5,19,106,7.68,4.68
77,285,4.92,,26,,,
71,204,4.42,,,,,
71,191,4.49,,12,,,
78,329,5.34,24.5,22,102,7.82,4.94
75,231,4.62,32,22,116,7.36,4.41
69,177,4.49,34,14,115,6.85,4.07
73,242,4.54,39,26,124,6.9,4.29
73,222,4.69,36,19,121,6.65,4.17
74,235,4.72,,21,,,
75,222,4.76,,,,,
73,229,4.59,41.5,27,124,,
76,354,5.71,20.5,,90,8.19,5.03
75,242,4.76,34.5,22,117,7.13,4.42
70,192,4.55,,19,,,
73,211,4.56,33,13,115,7.24,4.42
73,255,4.76,,18,113,,
72,242,4.59,33.5,24,110,7.36,4.6
71,246,4.64,35,24,111,7.15,4.32
78,318,5.55,25,19,94,8.24,4.99
74,212,4.45,38,7,132,6.88,4.23
75,222,4.53,33,,114,,
71,195,4.58,32.5,12,113,,
75,266,4.89,,,,,
71,235,4.75,34.5,25,,,
76,271,4.84,,28,,,
73,244,4.62,35,25,109,7.08,4.3
77,323,5.36,33,21,99,8.17,4.97
76,314,5.08,,,,,
75,217,4.54,,15,,,
76,325,5.12,32.5,27,103,7.84,4.9
73,226,4.4,43.5,24,125,6.96,4.3
76,249,4.59,34,23,115,7.32,4.59
72,245,4.65,31.5,,106,7.16,4.43
73,233,4.67,33,15,121,7.09,4.49
73,205,4.56,40,,117,6.99,4.19
73,224,,,,,,
77,246,4.82,,17,,,
76,332,5.21,26,29,91,8.25,4.97
78,277,4.68,31.5,21,111,7.21,4.61
71,229,4.64,33,15,107,7.56,4.67
75,210,4.39,34,16,123,6.94,4.6
76,246,4.62,33,16,117,7.19,4.28
71,187,4.41,,,,,
77,261,4.72,31.5,,,,
75,250,4.7,,19,,,
69,186,4.28,33.5,15,115,7,4.44
79,303,5.45,,23,,,
71,194,4.46,33.5,10,117,7.32,4.33
74,257,4.77,33.5,25,113,7.04,4.16
79,299,4.98,36,26,112,7.69,
75,256,5,33,13,106,7.13,4.29
72,231,4.5,38,22,118,6.94,4.25
75,217,4.43,34.5,15,124,6.94,4.41
72,192,4.37,37,15,127,6.75,4.07
74,243,4.78,32,32,115,6.84,4.27
72,187,4.61,39,,116,6.92,4.4
74,240,4.81,35,21,111,6.93,4.54
78,260,4.53,38.5,,120,6.9,4.45
75,243,4.71,34.5,20,112,7.09,4.35
73,268,4.71,,31,,,
69,180,4.52,35.5,,124,6.66,4.11
76,305,5.31,25.5,26,91,7.62,4.93
77,261,4.66,35,20,113,7.07,4.53
75,236,5.08,,,,,
75,273,4.65,,32,,,
71,203,4.55,35.5,11,117,6.58,
78,264,4.68,,23,,,
71,193,4.52,35,18,125,6.94,4.34
73,209,4.84,32,,102,7.07,4.35
75,252,4.62,40,30,120,,4.37
72,225,4.49,41,21,124,6.87,4.14
76,281,4.82,35,21,117,7.25,4.65
72,187,4.43,35,16,118,6.91,4.46
75,297,5.21,26,35,105,7.5,4.73
74,245,4.64,,,,,
76,229,4.97,32.5,18,118,7.1,4.54
73,209,4.62,33.5,11,117,6.9,4.32
65,166,4.34,42,10,116,6.54,4.48
76,264,4.77,,25,,,
75,305,4.84,33.5,30,114,7.61,4.71
74,255,4.65,34.5,26,118,6.99,4.15
75,237,4.93,32.5,25,115,6.86,4.07
74,255,4.86,,20,,,
77,331,5.24,27.5,27,92,7.85,4.93
73,239,4.75,34.5,,117,,
70,196,4.4,37.5,13,118,6.92,4.14
73,202,4.65,35.5,20,120,6.76,4.22
72,212,4.58,36,21,115,,
66,176,4.47,,14,,,
72,193,4.42,44,7,126,6.72,4
77,328,5.15,27.5,,101,7.93,4.69
71,214,4.62,35.5,13,118,,
77,312,5.37,25,,91,8.15,5.01
73,258,4.99,29,31,,,
78,311,5.36,21.5,20,89,7.89,4.87
73,214,4.51,39.5,24,118,7.43,4.54
72,214,4.46,41,20,119,6.9,4.2
74,221,4.59,36,9,115,6.83,4.14
75,301,5.04,,,,,
76,328,5.09,30,39,100,8.12,4.71
71,188,4.45,,14,,,
75,225,4.93,32,,110,6.96,4.37
75,250,4.65,36.5,25,118,7.26,4.53
73,260,5.05,33,26,111,7.5,4.74
78,300,5.14,,,,,
75,234,4.7,34,16,120,6.96,4.21
74,211,4.58,36,,115,6.81,4.23
76,266,5,28.5,20,104,,4.68
75,304,5.19,24,26,96,7.81,4.66
75,315,5.22,26.5,33,101,7.56,4.51
72,232,4.59,40,21,123,7.3,4.43
74,236,4.71,37.5,24,120,,
72,238,4.94,32.5,27,112,,
75,230,4.6,29.5,,110,6.93,4.22
72,215,4.84,28,,107,,
74,203,4.42,37,10,126,,
72,198,4.73,31.5,16,116,6.88,4.33
71,183,4.51,38.5,9,116,6.81,4.27
74,216,4.46,41.5,20,123,6.45,4.09
75,281,4.86,,,,,
74,235,4.84,,19,,,
69,190,4.59,35.5,14,109,,4.39
77,256,4.82,,,,,
72,218,4.37,36,19,121,7,4.33
74,246,4.98,33,,108,7.37,4.52
75,230,4.31,41,24,125,,
72,205,4.58,34,24,117,6.74,4.13
75,254,4.68,,24,,,
73,247,4.75,36.5,26,119,7.24,4.21
69,172,4.53,37.5,20,118,,4.06
71,193,4.38,36,16,126,6.7,4.07
76,295,5.04,30.5,23,114,7.32,4.48
73,216,4.79,,,114,,
76,259,4.71,35.5,19,113,6.99,4.57
73,201,4.52,40,19,122,,4.21
71,198,4.4,36.5,18,120,,
72,242,4.84,38.5,29,114,6.85,4.11
71,195,4.48,,,,,
69,194,4.53,36,14,117,,
74,224,4.62,35,13,115,,4.23
76,240,4.79,,16,,,
75,268,4.96,38,,116,7.65,4.69
71,221,4.43,36.5,26,120,7.2,4.54
72,214,4.59,,,,,
75,251,4.75,38,,127,7.07,4.27
74,296,4.75,28.5,25,107,7.68,4.55
75,215,4.46,36,16,122,6.96,4.55
72,246,4.64,36.5,24,122,7.22,4.37
75,245,4.69,34,18,113,7.1,4.42
71,188,4.5,36.5,2,122,6.74,4.07
75,266,4.77,34,,112,7.12,4.43
74,246,4.68,31,19,110,7.25,4.39
73,321,4.95,,,,,
72,196,4.5,38,16,127,6.87,4.05
75,294,4.87,33,31,113,7.53,4.53
76,319,4.99,25,25,97,7.4,4.6
73,245,4.71,36.5,,115,7.08,4.23
77,304,5.03,29,26,106,7.22,4.59
77,303,5.46,26,27,90,7.84,
77,307,5.18,,38,,,
76,306,5.25,29.5,35,93,7.5,4.82
73,304,4.97,30,44,101,,4.68
72,207,4.32,35.5,,120,6.84,4.32
71,199,4.59,35,16,117,,4.16
76,309,5.12,27,23,99,,
72,209,4.65,38.5,15,118,7.02,4.33
77,254,4.93,,19,,,
79,315,5.37,22.5,18,96,7.65,4.77
72,180,4.37,39,8,124,,
73,178,4.51,33.5,11,121,6.75,4.39
75,300,4.98,33,,98,7.56,4.76
75,310,5.34,,45,,,
73,202,4.94,,,,,
77,270,4.71,30.5,19,115,7.18,4.67
78,223,4.9,28.5,,108,7.06,4.53
73,214,4.58,,,,,
76,245,4.68,34,27,113,6.72,4.17
71,211,4.55,38,14,121,,
76,304,5.25,,,95,7.74,4.92
72,204,4.4,37,16,114,6.82,4.34
73,303,5.12,28.5,34,96,,
76,254,4.68,32,23,112,,
72,191,4.85,,,,,
72,191,4.56,37,15,114,6.95,4.38
77,320,5.76,23.5,19,87,8.58,5.38
73,239,4.69,35.5,,119,6.97,4.25
71,195,4.4,36,15,120,6.77,4.15
74,214,4.68,35,,110,7.24,4.4
71,190,4.46,39,15,122,6.78,
69,185,4.73,38,,118,,4.1
74,215,4.59,36,21,124,6.94,4.15
70,183,4.64,40,16,119,7.07,
75,313,5.1,32,30,100,7.83,4.64
77,316,5.21,29.5,27,113,7.42,4.67
71,186,4.4,39.5,12,126,6.64,4.1
76,252,4.65,34,23,114,7.29,4.41
74,221,4.63,,,,,
71,238,4.68,30.5,,111,6.98,4.47
77,319,5.52,22.5,19,90,8.24,5.03
76,252,4.93,30.5,24,109,7.48,4.63
71,236,4.81,,24,,7.19,4.42
74,257,4.92,33,,115,7.23,4.53
74,285,5.11,28,19,100,7.81,4.78
71,193,4.6,36.5,16,116,,
77,243,4.85,33.5,,108,7.17,4.33
72,214,5.05,30,,101,7.04,4.29
74,304,5.01,,,,,
75,300,5.03,34,26,112,7.67,4.71
75,219,5.04,33,,106,7.08,4.33
71,195,4.52,35,,116,,
75,249,5.05,29,,111,6.97,
71,196,4.37,,18,,,
74,218,4.5,36,15,119,6.89,4.23
71,213,4.53,37,12,122,,4.32
71,205,4.46,39.5,17,120,,
76,307,5.03,35.5,32,105,7.21,4.44
68,178,,,12,,,
74,231,4.71,,23,,,
71,220,4.34,40.5,26,124,6.91,4.12
70,199,4.42,35,17,120,7.12,4.34
75,263,4.73,37,29,121,6.91,4.18
75,236,4.71,38.5,,115,6.66,4.17
77,300,5.15,25,27,98,7.6,4.62
77,324,5.31,26.5,28,94,7.95,5.25
76,330,5.16,29,31,102,7.68,4.78
75,224,4.52,,,,,
70,208,4.43,,21,113,,
72,192,4.41,34.5,19,126,6.82,4.18
69,186,4.75,33,,117,6.73,4.26
71,189,4.53,,,,,
73,209,,,,,,
71,245,4.84,32,19,105,7.44,4.69
72,213,4.66,32,22,110,,4.67
75,248,4.76,35.5,20,110,7.08,4.34
75,250,4.7,33,20,115,7.02,4.37
75,314,5.12,29,34,98,7.61,4.73
74,200,4.65,,,,,
77,300,5.52,26,24,94,7.98,4.99
80,312,5.06,33.5,32,109,7.4,4.51
70,189,4.52,32,11,116,6.7,4.12
71,183,4.69,34,12,113,7.11,4.35
70,204,4.52,,15,,,
75,300,5.19,27,24,101,7.6,4.69
